id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,八种情感分析
4.45967E+15,Ip2iV64f9,5336169186.0,灰白闪电云,“西多福韦”这个药在治疗笑笑的病上面现在只是在全国有个别案例，但笑笑现在的情况我也只能放手一博了，现在国外有一种专门针对腺病毒的药但还在研究中，医生说等到国内引进最少都要十年时间，但笑笑肯定等不到了。笑笑现在高频呼吸机又调高了参数已经是百分之百的纯氧了，今天下午去找医生，医生说基本上现有的治疗手段已经用到最高级别了，再往后就是人工模肺（ECMO），但是笑笑的状况估计风险太大了，药物也已经都是最高的了，抗生素用的“美罗培南”，但只能对抗真菌和细菌对腺病毒基本上没有用...医生告知我腺病毒肺炎致死率有26%一50%，我问那笑笑现在这情况是不是最高就是50%？医生说以现在孩子的情况恐怕更高，我说那不能是80%吧，医生只是看着我什么也没说。医生查了《儿童腺病毒肺炎治疗规范（2019）》才知道了“西多福韦”这个药，但他在药品系统里面查不到，然后才知道这个药只有香港有，但院方无法快速采购，程序繁复，笑笑怕是等不了那么久了.....,,,,,1,23.0,24,2020/1/11 22:09,iPhone客户端,,,,"{'words': 253, 'sentences': 6, '好': 5, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 3, '惊': 0}"
4.45967E+15,Ip2iQmwhj,1814080003.0,小梦梦Vicky,宝贝肺炎住院了快快好起来妈妈希望你可以健康快乐平安长大什么名牌学校考试成绩什么时间自己吃饭养成良好性格都滚一边去吧！你想啥妈妈就给你买啥只要你可以健康辛苦我老公抱了一天娃娃因为他嫌我很脆弱,,,,,0,7.0,0,2020/1/11 22:09,梦梦💓iPhone 7,['http://ww3.sinaimg.cn/large/6c20aa03ly1gasz5we307j20mi0u04my.jpg'],,,"{'words': 58, 'sentences': 2, '好': 5, '乐': 3, '哀': 1, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45967E+15,Ip2irwbIP,6819142509.0,渔魚鮽,要吻戏的是你们，吻戏出来了说是假的也是你们我寻思着就算真的有肺炎，它也不传染啊,,,,,0,0.0,0,2020/1/11 22:08,OPPO Reno Z,,,,"{'words': 31, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45967E+15,Ip2if7xie,1902770265.0,郭田葰,其實「醫生」都可以係「後生仔」嘅啫😄#後生仔傾吓計##大家一齊學醫學知識##咩係不明肺炎##郭醫生##郭家醫學##Drmarcus#,,,,"後生仔傾吓計,大家一齊學醫學知識,咩係不明肺炎 ,郭醫生,郭家醫學 ,Drmarcus",3,2.0,13,2020/1/11 22:08,iPhone客户端,['http://ww3.sinaimg.cn/large/7169f859gy1gasz5pfprnj219b0u0tmd.jpg'],,,"{'words': 36, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45967E+15,Ip2ia6ZMy,6605381358.0,拾玉儿童公益基金会,不明原因肺炎初步判定！它的罪魁祸首是个什么鬼？@二混子--StoneO不明原因肺炎初步判定！它的罪魁祸首是个什么鬼？#科普一下##武汉发现不明原因肺炎#,,,二混子--Stone,"科普一下,武汉发现不明原因肺炎",6,1.0,2,2020/1/11 22:08,荣耀V20 4800万3D相机,"['http://ww2.sinaimg.cn/large/007d1vr0ly1gasz4icfmxj30go3ap4e6.jpg', 'http://ww2.sinaimg.cn/large/007d1vr0ly1gasz4ixg2uj30go3h8dz6.jpg', 'http://ww2.sinaimg.cn/large/007d1vr0ly1gasz4jim8kj30go31xnap.jpg', 'http://ww2.sinaimg.cn/large/007d1vr0ly1gasz4jtgs6j30go35j4c8.jpg']",,,"{'words': 43, 'sentences': 5, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4.45967E+15,Ip2hLBrbw,3704126524.0,萌龙物宇,再次住院肺炎,,,,,0,0.0,0,2020/1/11 22:07,前置双摄vivo X9,,,,"{'words': 3, 'sentences': 1, '好': 0, '乐': 0, '哀': 1, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45967E+15,Ip2hmuB2p,7055349415.0,薇信10612673顶级潮牌复刻479号,一看到牛山，那名宗级执法者一个哆嗦，原本都要收balenciaga巴黎世家彩虹字母刺绣牛仔外套回来的力道，竟然鬼使神差地没有收回来，反#武汉不明原因肺炎病原体为新型冠状病毒##青春有你2发布会##别人对你们省份有什么误解#,,,,"武汉不明原因肺炎病原体为新型冠状病毒,青春有你2发布会,别人对你们省份有什么误解",0,0.0,0,2020/1/11 22:06,微博 weibo.com,,,,"{'words': 58, 'sentences': 1, '好': 0, '乐': 2, '哀': 0, '怒': 0, '惧': 1, '恶': 1, '惊': 1}"
4.45967E+15,Ip2hh8hzw,3982424794.0,Cinderella_fanfan,『武汉发现不明原因肺炎？这并不可怕！请学习最新的肺炎笔记警惕流感最常见并发症！』O童爸汇总的关于肺炎的科普文章,,,,,0,0.0,0,2020/1/11 22:05,三星A60黑瞳全视屏,,,,"{'words': 34, 'sentences': 4, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 2, '恶': 0, '惊': 0}"
4.45967E+15,Ip2gF2jQM,3964232262.0,爱信阳,#五问武汉不明原因肺炎#，专家解读↓↓↓转发周知！@人民日报,,信阳·新县,人民日报,五问武汉不明原因肺炎,0,1.0,2,2020/1/11 22:04,HUAWEI Mate 9,['http://ww1.sinaimg.cn/large/ec496246ly1gasz1n737yj20m828f7kk.jpg'],,,"{'words': 18, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45967E+15,Ip2gxmmuM,2554392777.0,猫猫猫起来,先生肺炎了，之前带病坚持上班终于拖的越来越严重，唉。一天只能开一天的液，明天还得来。拿着肺片子的大夫仔细端详然后沉默半天。顽强的我可不能倒下！家里需要我！,,,,,0,0.0,2,2020/1/11 22:04,iPhone客户端,"['http://ww4.sinaimg.cn/large/9840f0c9ly1gasyzj8jptj20u01hcn8y.jpg', 'http://ww4.sinaimg.cn/large/9840f0c9ly1gasyzi0cu3j20u01hc7h9.jpg']",,,"{'words': 50, 'sentences': 6, '好': 5, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.45967E+15,Ip2eW3Aup,5460202851.0,荆州发布,#晚安荆州#【#五问武汉不明原因肺炎#】专家解读↓↓↓转发周知！（人民日报）,,,,"晚安荆州,五问武汉不明原因肺炎",0,0.0,2,2020/1/11 22:00,微博 weibo.com,['http://ww3.sinaimg.cn/large/005XwsbVgy1gasvukg80vj30j61xdk3t.jpg'],,,"{'words': 24, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io847qVzp,1116648494.0,长江政经,《武汉通报不明原因肺炎：发现59例重症7例已排除SARS病原》2019年12月31日以来，我委在全市开展了不明原因的病毒性肺炎病例搜索和回顾性调查工作。O网页链接,,,,,0,0.0,1,2020/1/5 22:59,百度App,['http://ww3.sinaimg.cn/large/428eb42ely1gam2xaubm9j20rs0ku79t.jpg'],,,"{'words': 44, 'sentences': 2, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45751E+15,Io843yXCm,2930774275.0,木乃伊的心跳Esther,武汉卫健委：不明原因病毒性肺炎排除SARS，患者上升至59例，未发现明确的人传人证据O武汉卫健委：不明原因病毒性肺炎排除SARS，患者上升至59例，未发现明确的人传人证据,,,,,0,1.0,0,2020/1/5 22:59,iPhone客户端,,,,"{'words': 47, 'sentences': 1, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io8401Vga,1460885433.0,听个事儿,【最新消息！#武汉不明原因肺炎已排除SARS病原#】截至2020年1月5日8时，武汉共报告符合不明原因的病毒性肺炎诊断患者59例，其中重症患者7例，其余患者生命体征总体稳定，目前所有患者均在武汉市医疗机构接受隔离治疗，无死亡病例。在59例患者中，病例最早发病时间为2019年12月12日，最晚发病时间为12月29日；已经追踪到163名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。流行病学调查显示，部分患者为武汉市华南海鲜城（华南海鲜批发市场）经营户。截至目前，初步调查表明，未发现明确的人传人证据，未发现医务人员感染。已排除流感、禽流感、腺病毒、传染性非典型肺炎（SARS）和中东呼吸综合征（MERS）等呼吸道病原。病原鉴定和病因溯源工作仍在进一步进行中。目前，武汉市在国家和湖北省的支持下，已经采取以下主要防控措施：一是全力救治患者。二是对所有病例均开展隔离治疗。三是继续在全市医疗机构开展相关病例搜索和回顾性调查。四是认真开展密切接触者追踪，对已经追踪到的密切接触者按规定落实医学观察，目前没有发现发热等异常症状。五是对华南海鲜城采取休市措施，并开展环境卫生处置和进一步的卫生学调查。六是积极开展流行病学调查。七是配合国家和省开展病原鉴定（包括核酸检测和病毒分离培养）和病因溯源，防控工作正有序进行。专家提示，目前武汉正处于冬春季传染病高发季节，市民要注意保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，必要时可佩戴口罩。如有发热、呼吸道感染症状，特别是持续发热不退，及时到医疗机构就诊。（央视记者倪晶依）L时间视频的微博视频,,,,武汉不明原因肺炎已排除SARS病原,0,5.0,2,2020/1/5 22:59,都是新鲜事Android,,"http://f.video.weibocdn.com/004fhMQ7lx07zMLQWuX6010412003Elh0E010.mp4?label=mp4_ld&template=640x360.25.0&trans_finger=bdef57f06ae52835a2c783ca389e8517&ori=0&ps=1BVp4ysnknHVZu&Expires=1611152161&ssig=b%2FjoMtjDA1&KID=unistore,video",,"{'words': 381, 'sentences': 18, '好': 10, '乐': 5, '哀': 0, '怒': 0, '惧': 5, '恶': 7, '惊': 0}"
4.45751E+15,Io83V0RBs,5905841783.0,LbylkwL,衣服在精不在多，嫌我衣服买多了，而且买的不是大牌子你和同事聊到武汉不明肺炎都从来没有关心过我也没有让我注意什么不会担心我知道我心里不舒服也不会哄昨天也是以前也是你在用自己的刚向我表明你是不会惯着我的对啊我也不需要你惯着我自然有人愿意关心我我也不需要别人惯着,,,,,0,0.0,0,2020/1/5 22:59,iPhone客户端,,,,"{'words': 91, 'sentences': 1, '好': 0, '乐': 3, '哀': 0, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4.45751E+15,Io83P8lQ4,1566934894.0,齐鲁小苗,武汉不明原因的肺炎，估计要每日通报了，当地卫健委，估计每天也是压力巨大。希望尽早得到根治，把市民的恐惧从心头抹去。,,,,,0,0.0,3,2020/1/5 22:58,,['http://ww3.sinaimg.cn/large/5d65876ely1gam2v8sf89j21be0qo7c9.jpg'],,,"{'words': 36, 'sentences': 3, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45751E+15,Io83OsVnI,5309105948.0,入殺阵,#武汉不明原因肺炎已排除SARS病原#要平安,,,,武汉不明原因肺炎已排除SARS病原,0,1.0,1,2020/1/5 22:58,黄婷心里的Android,,,,"{'words': 12, 'sentences': 1, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io83Lhf3y,6474627340.0,jojoisangel_不想吃柠檬,#武汉不明原因肺炎已排除SARS病原#一个甲流一个肺炎，每到冬天都像过关的。希望都早日康复，希望大家都健健康康的，好好准备迎接春节！,,,,武汉不明原因肺炎已排除SARS病原,0,1.0,1,2020/1/5 22:58,,,,,"{'words': 37, 'sentences': 3, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io83F2t49,6916940912.0,絮叨的John,原本前几天要去华南眼镜批发市场去配眼镜的，正巧碰上肺炎传说。华南海鲜市场的停车场已封闭，没办法停车，把车停到300米以外的汉口火车站附近的停车场。虽然华南海鲜市场封闭了，但是周边人群没有什么异样。几十米之内的银行、公安局、医院都一切正常。除了在华南海鲜城执勤的警务人员带了口罩，其他路过的人员，很少有人戴口罩，没感觉到紧张的气氛。眼镜批发市场在华南海鲜城的2楼。听服务员说上个月海鲜市场有一场火灾。不知道是不是火灾的烟雾造成了部分市场人员患上肺炎？眼镜生意也受了部分影响，会提前一个星期休假过春节。相信一切都会过去，情况会慢慢好起来。,,武汉,,,0,0.0,2,2020/1/5 22:58,,"['http://ww1.sinaimg.cn/large/007y6Mj6ly1gam2gjm2t3j33k02o04qr.jpg', 'http://ww1.sinaimg.cn/large/007y6Mj6ly1gam2gl4xiwj33k02o0e83.jpg', 'http://ww1.sinaimg.cn/large/007y6Mj6ly1gam2gqys90j33k02o0hdv.jpg', 'http://ww4.sinaimg.cn/large/007y6Mj6ly1gam2gsfpemj33k02o0kjn.jpg', 'http://ww2.sinaimg.cn/large/007y6Mj6ly1gam2gu65azj33k02o0npg.jpg', 'http://ww4.sinaimg.cn/large/007y6Mj6ly1gam2gvtuhjj33k02o01l0.jpg', 'http://ww3.sinaimg.cn/large/007y6Mj6ly1gam2gxamp3j32o03k04qr.jpg', 'http://ww4.sinaimg.cn/large/007y6Mj6ly1gam2h2d461j33k02o0e83.jpg', 'http://ww2.sinaimg.cn/large/007y6Mj6ly1gam2h3ljv1j32o03k0kjm.jpg']",,,"{'words': 156, 'sentences': 11, '好': 1, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45751E+15,Io83AzEp1,2812209690.0,黄石日报,【最新消息！#武汉不明原因肺炎排除SARS病原#】今天，武汉卫健委通报：截至1月5日8时，我市共报告符合不明原因的病毒性肺炎诊断患者59例，其中重症患者7例，其余患者生命体征总体稳定，目前所有患者均在武汉市医疗机构接受隔离治疗，#武汉不明原因肺炎无死亡病例#。在59例患者中，病例最早发病时间为2019年12月12日，最晚发病时间为12月29日；已经追踪到163名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。流行病学调查显示，部分患者为武汉市华南海鲜城（华南海鲜批发市场）经营户。截至目前，初步调查表明，未发现明确的人传人证据，未发现医务人员感染。已排除流感、禽流感、腺病毒、传染性非典型肺炎（SARS）和中东呼吸综合征（MERS）等呼吸道病原。病原鉴定和病因溯源工作仍在进一步进行中。目前，武汉市在国家和湖北省的支持下，已经采取以下主要防控措施：一是全力救治患者。二是对所有病例均开展隔离治疗。三是继续在全市医疗机构开展相关病例搜索和回顾性调查。四是认真开展密切接触者追踪，对已经追踪到的密切接触者按规定落实医学观察，目前没有发现发热等异常症状。五是对华南海鲜城采取休市措施，并开展环境卫生处置和进一步的卫生学调查。六是积极开展流行病学调查。七是配合国家和省开展病原鉴定（包括核酸检测和病毒分离培养）和病因溯源，防控工作正有序进行。专家提示，目前我市正处于冬春季传染病高发季节，市民要注意保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，必要时可佩戴口罩。如有发热、呼吸道感染症状，特别是持续发热不退，及时到医疗机构就诊。,,,,"武汉不明原因肺炎排除SARS病原,武汉不明原因肺炎无死亡病例",0,0.0,1,2020/1/5 22:58,iPhone客户端,['http://ww3.sinaimg.cn/large/a79eea1agy1gam2vug2pnj21360gogp0.jpg'],,,"{'words': 379, 'sentences': 18, '好': 10, '乐': 5, '哀': 0, '怒': 0, '惧': 5, '恶': 7, '惊': 0}"
4.45751E+15,Io83wsMSs,6499734032.0,郭靖五五,#武汉不明原因肺炎已排除SARS病原#看来极有可能是未被发现的病毒或病原体导致的，所幸患者不是很多，也还没有人际间传染的证据，要不然还真可能造成大范围的恐慌。,,,,武汉不明原因肺炎已排除SARS病原,1,5.0,2,2020/1/5 22:58,HUAWEI Mate 10 Pro,['http://ww2.sinaimg.cn/large/0075SdJSly1gam2sabbs2j30u02x41kx.jpg'],,,"{'words': 46, 'sentences': 2, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 3, '恶': 1, '惊': 0}"
4.45751E+15,Io83uood8,5539558550.0,济南市天桥区人民检察,【#武汉不明原因肺炎已排除SARS病原#！目前共59例，其中重症7例】目前所有患者均在武汉市医疗机构接受隔离治疗，无死亡病例。已排除流感、禽流感、腺病毒、传染性非典型肺炎(SARS)和中东呼吸综合征(MERS)等呼吸道病原。#武汉病毒性肺炎已排除SARS病原#O已排除SARS病原！武汉发现不明原因病毒性肺炎59例，其中重症7例,,,,"武汉不明原因肺炎已排除SARS病原,武汉病毒性肺炎已排除SARS病原",6,14.0,8,2020/1/5 22:58,微博 HTML5 版,['http://ww2.sinaimg.cn/large/0062Tqeyly1gam2vop5uyj30qy0lkjt7.jpg'],,,"{'words': 90, 'sentences': 5, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45751E+15,Io83tcuUc,2659630083.0,湖北电视台官方微博,【最新通报：排除SARS，武汉共发现不明原因病毒性肺炎59例】2019年12月31日以来，我委在全市开展了不明原因的病毒性肺炎病例搜索和回顾性调查工作。截至2020年1月5日8时，我市共报告符合不明原因的病毒性肺炎诊断患者59例，其中重症患者7例，其余患者生命体征总体稳定，目前所有患者均在武汉市医疗机构接受隔离治疗，无死亡病例。在59例患者中，病例最早发病时间为2019年12月12日，最晚发病时间为12月29日；已经追踪到163名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。流行病学调查显示，部分患者为武汉市华南海鲜城（华南海鲜批发市场）经营户。截至目前，初步调查表明，未发现明确的人传人证据，未发现医务人员感染。已排除流感、禽流感、腺病毒、传染性非典型肺炎（SARS）和中东呼吸综合征（MERS）等呼吸道病原。病原鉴定和病因溯源工作仍在进一步进行中。目前，武汉市在国家和湖北省的支持下，已经采取以下主要防控措施：一是全力救治患者。二是对所有病例均开展隔离治疗。三是继续在全市医疗机构开展相关病例搜索和回顾性调查。四是认真开展密切接触者追踪，对已经追踪到的密切接触者按规定落实医学观察，目前没有发现发热等异常症状。五是对华南海鲜城采取休市措施，并开展环境卫生处置和进一步的卫生学调查。六是积极开展流行病学调查。七是配合国家和省开展病原鉴定（包括核酸检测和病毒分离培养）和病因溯源，防控工作正有序进行。专家提示，目前我市正处于冬春季传染病高发季节，市民要注意保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，必要时可佩戴口罩。如有发热、呼吸道感染症状，特别是持续发热不退，及时到医疗机构就诊。,,,,,1,0.0,0,2020/1/5 22:58,微博 weibo.com,['http://ww4.sinaimg.cn/large/9e86bc03gy1gam2vne351j20xd0a6mzh.jpg'],,,"{'words': 397, 'sentences': 18, '好': 11, '乐': 6, '哀': 0, '怒': 0, '惧': 6, '恶': 7, '惊': 0}"
4.45751E+15,Io83k4B3f,3800829214.0,梦中呓语001,#武汉肺炎#举一个例子：猪瘟从2018年春季从黑龙江杀到海南，再杀到台湾省，越南势如破竹，实在顶不住了才把猪瘟这是抖出来，居然还有人在舔说我们消息透明？他发出来消息的时候全国的🐷死的估计连四成都没了！我很想相信官方消息，但是我的理智让我高度怀疑。比如这次，我相信不是非典，但是感染者数目我不太相信。,,武汉·中南财经政法大学,,,0,9.0,31,2020/1/5 22:57,HUAWEI P20,,,,"{'words': 93, 'sentences': 5, '好': 5, '乐': 1, '哀': 2, '怒': 0, '惧': 2, '恶': 2, '惊': 0}"
4.45751E+15,Io83jrWbD,5689647207.0,湖南城事,【#武汉不明原因肺炎已排除SARS病原#】#城事观察#任何一种突发的不明原因疾病，均需要一个时间的分析和研判，并拿出诊疗方案！有些疫苗甚至还需要根据查找的原因重新研发！这就需要在综合诊治的情况下，做好疾病的预防和防治作用！防止扩散到更多群体！,,长沙,,"武汉不明原因肺炎已排除SARS病原,城事观察",0,1.0,2,2020/1/5 22:57,iPhone X,,,,"{'words': 75, 'sentences': 5, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io83a2lF7,1705333161.0,書-玍-孔乙魢,#财经头条#武汉不明原因肺炎已排除SARS病原未发现人传人证据(本文分享自财经头条)文章详情:O网页链接,,,,财经头条,0,1.0,1,2020/1/5 22:57,分享按钮,,,,"{'words': 30, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io82ZmumH,5079619679.0,风湿科聂医生,有人问我如何看待武汉的不明原因肺炎排除了2003年的新型冠状病毒，中东的另一个新冠状病毒。而很可能又是一个另类新型冠状病毒。我早就预言了呀。不信你看我当时的微博。1，没有人传人，没有医务人员救治时易被传播的特征，基本排除了2003年的新型冠状病毒可能。2，没有人去中东，且没有单峰驼的接触情况，所以不会是中东呼吸综合征。3，冠状病毒时不时给我们来个变异惊喜……实际上，病毒性肺炎一直是容易被忽视，但又常常存在的肺炎类型。很多时候我们就是诊断病毒性肺炎，搞清楚什么病毒了吗？没有。积极的器官支持，比如ECMO就显著改善了年轻重症的预后。,,,,,2,3.0,17,2020/1/5 22:56,微博 weibo.com,['http://ww4.sinaimg.cn/large/005xLz7Fgy1gam2qlltvhj30u029t16t.jpg'],,,"{'words': 154, 'sentences': 11, '好': 4, '乐': 1, '哀': 0, '怒': 0, '惧': 1, '恶': 0, '惊': 0}"
4.45751E+15,Io82ZmvNq,1566934894.0,齐鲁小苗,鉴于春节临近，人口流动大，所以对于来自武汉的乘客，建议学习新加坡，进行体温检测，防止不明原因肺炎扩散。另，专家提示，目前武汉正处于冬春季传染病高发季节，市民要注意保持室内空气流通，避免到封闭、空气不流通的公众场合和人多集中地方，必要时可佩戴口罩。如有发热、呼吸道感染症状，特别是持续发热不退，及时到医疗机构就诊。,,,,,0,0.0,1,2020/1/5 22:56,,['http://ww4.sinaimg.cn/large/5d65876ely1gam2sjtz0lj20oq0eqdh5.jpg'],,,"{'words': 92, 'sentences': 4, '好': 4, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 2, '惊': 0}"
4.45751E+15,Io82Z4Rv4,1768823864.0,美美过夏天,#武汉不明原因肺炎已排除SARS病原#终于放心了,,,,武汉不明原因肺炎已排除SARS病原,0,0.0,2,2020/1/5 22:56,HUAWEI P30,,,,"{'words': 13, 'sentences': 1, '好': 0, '乐': 1, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io82R9cfF,6479794990.0,小太阳雨蝶韵,#武汉不明原因肺炎已排除SARS病原#,,,,武汉不明原因肺炎已排除SARS病原,0,0.0,0,2020/1/5 22:56,荣耀10 AI变色更潮美,,,,"{'words': 10, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.45751E+15,Io82Nxx3J,5859980806.0,一只猫star,#武汉不明原因肺炎已排除SARS病原#希望控制病情🙏🙏🙏打消社会疑虑,,,,武汉不明原因肺炎已排除SARS病原,0,1.0,1,2020/1/5 22:56,iPhone客户端,,,,"{'words': 19, 'sentences': 1, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.46078E+15,IpvhrmpvQ,5903974028.0,今生何求唯5903974028,专家解读|武汉不明原因肺炎最新进展http://t.cn/A6vbVxXX,,,,,0,0.0,0,2020/1/14 23:55,学习强国客户端,['http://ww4.sinaimg.cn/large/006rytlyly1gawj4o4r4lj30460463ye.jpg'],,,"{'words': 17, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.46078E+15,Ipvh0aFnZ,2769301163.0,儿科医生蓬蕊,#爱问诊室#【1、是否需要打点滴？2、会不会有肺炎？】宝宝11个月，21斤。1月3号左右有听到偶尔咳嗽无流鼻涕无痰声，到6号开始有痰声但无流鼻涕，看了医生...作为医生我的建议是：http://t.cn/A6vbV2m9,,,,爱问诊室,0,13.0,11,2020/1/14 23:54,爱问医生医端,,,,"{'words': 72, 'sentences': 6, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.46078E+15,IpvfzuT5t,1914338290.0,Dr_Who_Gu,武汉肺炎病毒基因谱公开，近80%似SARS😱,,,,,0,0.0,0,2020/1/14 23:51,iPhone客户端,['http://ww3.sinaimg.cn/large/721a7bf2gy1gawizvburaj20dc6fhhat.jpg'],,,"{'words': 11, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.46078E+15,Ipvf4cEEZ,1999959193.0,嘉兴咖啡爸爸,嘉兴@夕弦月下影：2020年的农保投保，村里工作人员忘记给我申报了，我自己已经提前把钱打到市民卡上了，村里的工作人员没有给我上报，现在一月份得了肺炎住院发现自己不能农保报销，这怎么办？他们工作上的失误造成的损失谁来承担？我应该找哪个单位能负责此事？坐标：海盐,,,夕弦月下影,,6,6.0,1,2020/1/14 23:50,微博 weibo.com,,,,"{'words': 78, 'sentences': 4, '好': 3, '乐': 0, '哀': 2, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.46078E+15,IpveN3ogi,7121691544.0,加油吧老桥,#武汉发现不明原因肺炎#并没有传的那么凶，大家都很寻常哈哈哈，回家没地铁了，在网吧将就一晚上,,武汉·后湖,,武汉发现不明原因肺炎,0,0.0,0,2020/1/14 23:49,iPhone客户端,['http://ww1.sinaimg.cn/large/007LXTiEgy1gawiw7trw9j31400u0gva.jpg'],,,"{'words': 31, 'sentences': 1, '好': 0, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.46078E+15,IpvdS2q1I,2769301163.0,儿科医生蓬蕊,#爱问诊室#【需要去医院拍片吗？会不会肺炎？】蓬医生您好，又要麻烦你了。9号晚上开始发烧，最高39。10号持续发烧，有一点点清水鼻涕，期间38.5...作为医生我的建议是：http://t.cn/A6vbtJnv,,,,爱问诊室,0,20.0,11,2020/1/14 23:47,爱问医生医端,,,,"{'words': 64, 'sentences': 8, '好': 2, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 1, '惊': 0}"
4.46078E+15,IpvdC779W,6800945423.0,打伞的鱼02361,专家解读|武汉不明原因肺炎最新进展http://t.cn/A6v2pvZJ,,,,,0,0.0,0,2020/1/14 23:46,学习强国客户端,['http://ww2.sinaimg.cn/large/007qg4A7ly1gawiujvc5xj30460463ye.jpg'],,,"{'words': 17, 'sentences': 2, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 0, '恶': 0, '惊': 0}"
4.46078E+15,Ipvcivkk9,5410718337.0,CEO来信君,1月14日，联想创始人柳传志在年会上谈起自己的抗癌经历：被联想控股的同事告知身患肺癌，必须要动手术，自己一边的肺切了一块，当时觉得肺癌算什么，切一块以后就长好了，谁知道它长得不好。我自认为很听医生的话，饮食等方面也很注意，但前不久还是因为感冒被感染一次，就像得了肺炎一样，像从水里捞出来的鱼一样，呼吸都困难。现在医生建议我要把肺癌当成祖宗一样伺候。#科技闲趣#http://t.cn/A6vb5KUZ,,,,科技闲趣,0,0.0,2,2020/1/14 23:43,绿洲APP,['http://ww2.sinaimg.cn/large/005UaP0Bly3gawirhx2z6j30hs0b40xq.jpg'],,,"{'words': 125, 'sentences': 5, '好': 1, '乐': 0, '哀': 0, '怒': 0, '惧': 1, '恶': 1, '惊': 0}"
